"DIM1","Näitaja","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"28","Tervena elada jäänud aastad","2012","2012",55,,
"28","Tervena elada jäänud aastad","2013","2013",55.2,,
"28","Tervena elada jäänud aastad","2014","2014",55.1,,
"28","Tervena elada jäänud aastad","2015","2015",54.8,,
"28","Tervena elada jäänud aastad","2016","2016",56.5,,
"29","Meeste tervena elada jäänud aastad","2004","2004",49.9,,
"29","Meeste tervena elada jäänud aastad","2005","2005",48.1,,
"29","Meeste tervena elada jäänud aastad","2006","2006",49.7,,
"29","Meeste tervena elada jäänud aastad","2007","2007",49.6,,
"29","Meeste tervena elada jäänud aastad","2008","2008",52.7,,
"29","Meeste tervena elada jäänud aastad","2009","2009",54.8,,
"29","Meeste tervena elada jäänud aastad","2010","2010",54.1,,
"29","Meeste tervena elada jäänud aastad","2011","2011",53.9,,
"29","Meeste tervena elada jäänud aastad","2012","2012",53,,
"29","Meeste tervena elada jäänud aastad","2013","2013",53.7,,
"29","Meeste tervena elada jäänud aastad","2014","2014",53.1,,
"29","Meeste tervena elada jäänud aastad","2015","2015",53.6,,
"29","Meeste tervena elada jäänud aastad","2016","2016",54.2,,
"30","Naiste tervena elada jäänud aastad","2004","2004",53.4,,
"30","Naiste tervena elada jäänud aastad","2005","2005",52.1,,
"30","Naiste tervena elada jäänud aastad","2006","2006",53.9,,
"30","Naiste tervena elada jäänud aastad","2007","2007",54.7,,
"30","Naiste tervena elada jäänud aastad","2008","2008",57.2,,
"30","Naiste tervena elada jäänud aastad","2009","2009",59,,
"30","Naiste tervena elada jäänud aastad","2010","2010",58.1,,
"30","Naiste tervena elada jäänud aastad","2011","2011",57.7,,
"30","Naiste tervena elada jäänud aastad","2012","2012",57,,
"30","Naiste tervena elada jäänud aastad","2013","2013",56.7,,
"30","Naiste tervena elada jäänud aastad","2014","2014",57.1,,
"30","Naiste tervena elada jäänud aastad","2015","2015",56.1,,
"30","Naiste tervena elada jäänud aastad","2016","2016",58.7,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2004","2004",54.53,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2005","2005",45.84,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2006","2006",49.6,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2007","2007",47.21,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2008","2008",40.76,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2009","2009",30.8,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2010","2010",27.94,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2011","2011",27.87,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2012","2012",23.81,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2013","2013",24.66,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2014","2014",22.14,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2015","2015",20.5,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2016","2016",17.4,,
"31","Uute HIV-nakkuse juhtude arv 100 000 elaniku kohta","2017","2017",16.4,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2004","2004",40.9,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2005","2005",38.3,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2006","2006",38.5,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2007","2007",40.2,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2008","2008",38,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2009","2009",40,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2010","2010",42.5,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2011","2011",44.7,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2012","2012",43.6,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2013","2013",44.3,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2014","2014",45.8,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2015","2015",46.2,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2016","2016",44.1,,
"32","Pikaajalise haiguse või terviseprobleemiga inimeste osatähtsus vähemalt 16-aastaste seas, %","2017","2017",45.8,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2004","2004",157.86,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2005","2005",154.08,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2006","2006",147.64,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2007","2007",155.11,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2008","2008",133.87,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2009","2009",118.86,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2010","2010",106.8,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2011","2011",106.19,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2012","2012",108.64,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2013","2013",94.18,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2014","2014",94.03,,
"33","Alkoholiga seotud surmade standarditud suremuskordaja","2015","2015",88,,
